cust_id,age,gender,city,loyalty_segment,registration_date
85,20,Male,Sharjah,Gold,2025-01-01
86,40,Male,Sharjah,Silver,2025-01-01
87,30,Male,Dubai,Platinum,2025-01-01
88,50,Male,Sharjah,Platinum,2025-01-01
89,30,Female,Abu Dhabi,Silver,2025-01-01
90,20,Female,Sharjah,Silver,2025-01-01
91,60,Male,Dubai,Gold,2025-01-01
92,60,Female,Dubai,Gold,2025-01-01
93,60,Female,Sharjah,Platinum,2025-01-01
94,30,Female,Sharjah,Gold,2025-01-01
95,60,Male,Dubai,Silver,2025-01-01
96,40,Male,Abu Dhabi,Silver,2025-01-01
97,50,Male,Sharjah,Silver,2025-01-01
98,60,Female,Abu Dhabi,Gold,2025-01-01
99,40,Male,Abu Dhabi,Platinum,2025-01-01
100,40,Male,Sharjah,Silver,2025-01-01
101,30,Male,Abu Dhabi,Silver,2025-01-01
102,30,Female,Dubai,Silver,2025-01-01
103,50,Male,Abu Dhabi,Silver,2025-01-01
104,50,Male,Dubai,Gold,2025-01-01
105,20,Male,Sharjah,Silver,2025-01-01
106,50,Female,Abu Dhabi,Silver,2025-01-01
107,30,Male,Dubai,Silver,2025-01-01
108,40,Male,Dubai,Silver,2025-01-01
109,20,Female,Sharjah,Silver,2025-01-01
110,50,Male,Abu Dhabi,Silver,2025-01-01
111,40,Male,Dubai,Silver,2025-01-01
112,30,Male,Dubai,Gold,2025-01-01
113,60,Male,Sharjah,Gold,2025-01-01
114,20,Female,Abu Dhabi,Gold,2025-01-01
115,40,Female,Abu Dhabi,Gold,2025-01-01
116,30,Female,Dubai,Platinum,2025-01-01
117,30,Male,Abu Dhabi,Gold,2025-01-01
118,20,Male,Abu Dhabi,Silver,2025-01-01
119,20,Male,Abu Dhabi,Silver,2025-01-01
120,50,Male,Abu Dhabi,Silver,2025-01-01
121,50,Female,Abu Dhabi,Silver,2025-01-01
122,20,Male,Abu Dhabi,Gold,2025-01-01
123,20,Female,Abu Dhabi,Gold,2025-01-01
124,40,Male,Dubai,Silver,2025-01-01
125,50,Male,Dubai,Gold,2025-01-01
126,30,Female,Abu Dhabi,Silver,2025-01-01
127,50,Male,Abu Dhabi,Platinum,2025-01-01
128,50,Male,Sharjah,Gold,2025-01-01
129,20,Male,Dubai,Gold,2025-01-01
130,20,Male,Sharjah,Silver,2025-01-01
131,50,Female,Dubai,Silver,2025-01-01
132,60,Male,Sharjah,Silver,2025-01-01
133,60,Female,Sharjah,Silver,2025-01-01
134,50,Female,Sharjah,Silver,2025-01-01
135,60,Male,Dubai,Platinum,2025-01-01
136,50,Male,Dubai,Silver,2025-01-01
137,20,Female,Abu Dhabi,Silver,2025-01-01
138,20,Female,Dubai,Silver,2025-01-01
139,20,Male,Dubai,Silver,2025-01-01
140,30,Male,Dubai,Platinum,2025-01-01
141,20,Female,Dubai,Silver,2025-01-01
142,20,Male,Abu Dhabi,Platinum,2025-01-01
143,50,Male,Abu Dhabi,Silver,2025-01-01
144,60,Female,Dubai,Platinum,2025-01-01
145,60,Male,Sharjah,Silver,2025-01-01
146,20,Female,Sharjah,Gold,2025-01-01
147,20,Male,Dubai,Silver,2025-01-01
148,20,Female,Abu Dhabi,Gold,2025-01-01
149,50,Female,Sharjah,Gold,2025-01-01
150,50,Female,Abu Dhabi,Silver,2025-01-01
151,50,Female,Abu Dhabi,Silver,2025-01-01
152,60,Female,Sharjah,Platinum,2025-01-01
153,30,Male,Dubai,Silver,2025-01-01
154,60,Male,Abu Dhabi,Platinum,2025-01-01
155,50,Female,Sharjah,Gold,2025-01-01
156,40,Female,Abu Dhabi,Silver,2025-01-01
157,30,Female,Sharjah,Silver,2025-01-01
158,20,Female,Dubai,Platinum,2025-01-01
159,60,Female,Dubai,Silver,2025-01-01
160,30,Male,Dubai,Silver,2025-01-01
161,40,Female,Abu Dhabi,Gold,2025-01-01
162,30,Male,Dubai,Silver,2025-01-01
163,60,Female,Dubai,Gold,2025-01-01
164,50,Female,Dubai,Silver,2025-01-01
165,20,Male,Dubai,Silver,2025-01-01
166,50,Female,Sharjah,Silver,2025-01-01
167,50,Female,Sharjah,Silver,2025-01-01
168,60,Male,Abu Dhabi,Silver,2025-01-01
169,50,Male,Sharjah,Gold,2025-01-01
170,50,Female,Sharjah,Gold,2025-01-01
171,60,Male,Sharjah,Gold,2025-01-01
172,60,Female,Sharjah,Silver,2025-01-01
173,40,Male,Sharjah,Silver,2025-01-01
174,50,Female,Dubai,Platinum,2025-01-01
175,30,Male,Abu Dhabi,Silver,2025-01-01
176,20,Female,Sharjah,Silver,2025-01-01
177,20,Male,Sharjah,Silver,2025-01-01
178,60,Male,Abu Dhabi,Silver,2025-01-01
179,60,Female,Sharjah,Silver,2025-01-01
180,40,Female,Sharjah,Gold,2025-01-01
181,50,Female,Abu Dhabi,Gold,2025-01-01
182,60,Male,Dubai,Silver,2025-01-01
183,60,Female,Dubai,Gold,2025-01-01
184,20,Female,Abu Dhabi,Silver,2025-01-01
185,50,Male,Dubai,Silver,2025-01-01
186,40,Male,Dubai,Gold,2025-01-01
187,60,Female,Dubai,Silver,2025-01-01
188,60,Female,Dubai,Silver,2025-01-01
189,60,Male,Sharjah,Gold,2025-01-01
190,20,Male,Abu Dhabi,Gold,2025-01-01
191,60,Female,Dubai,Gold,2025-01-01
192,60,Male,Dubai,Silver,2025-01-01
193,20,Male,Abu Dhabi,Silver,2025-01-01
194,60,Female,Sharjah,Silver,2025-01-01
195,50,Female,Dubai,Silver,2025-01-01
196,50,Female,Dubai,Gold,2025-01-01
197,20,Male,Sharjah,Gold,2025-01-01
198,50,Female,Abu Dhabi,Silver,2025-01-01
199,40,Male,Dubai,Gold,2025-01-01
200,60,Male,Dubai,Silver,2025-01-01
201,40,Male,Abu Dhabi,Gold,2025-01-01
202,50,Male,Sharjah,Silver,2025-01-01
203,20,Female,Abu Dhabi,Silver,2025-01-01
204,20,Male,Dubai,Silver,2025-01-01
205,40,Female,Sharjah,Platinum,2025-01-01
206,50,Male,Sharjah,Silver,2025-01-01
207,60,Male,Sharjah,Silver,2025-01-01
208,50,Female,Abu Dhabi,Silver,2025-01-01
209,50,Female,Abu Dhabi,Silver,2025-01-01
210,20,Female,Abu Dhabi,Silver,2025-01-01
211,30,Female,Dubai,Gold,2025-01-01
212,60,Female,Abu Dhabi,Silver,2025-01-01
213,60,Female,Sharjah,Platinum,2025-01-01
214,20,Male,Dubai,Silver,2025-01-01
215,50,Female,Dubai,Silver,2025-01-01
216,20,Male,Dubai,Silver,2025-01-01
217,50,Male,Sharjah,Gold,2025-01-01
218,30,Female,Abu Dhabi,Silver,2025-01-01
219,30,Male,Sharjah,Silver,2025-01-01
220,40,Male,Abu Dhabi,Gold,2025-01-01
221,50,Female,Dubai,Gold,2025-01-01
222,20,Female,Dubai,Gold,2025-01-01
223,20,Male,Sharjah,Gold,2025-01-01
224,20,Female,Abu Dhabi,Silver,2025-01-01
225,40,Female,Dubai,Silver,2025-01-01
226,60,Male,Sharjah,Gold,2025-01-01
227,20,Female,Sharjah,Silver,2025-01-01
228,30,Female,Abu Dhabi,Silver,2025-01-01
229,20,Female,Abu Dhabi,Gold,2025-01-01
230,20,Male,Abu Dhabi,Silver,2025-01-01
231,20,Male,Dubai,Silver,2025-01-01
232,60,Female,Sharjah,Gold,2025-01-01
233,20,Female,Abu Dhabi,Gold,2025-01-01
234,60,Female,Sharjah,Silver,2025-01-01
235,60,Male,Dubai,Silver,2025-01-01
236,40,Male,Dubai,Silver,2025-01-01
237,30,Female,Abu Dhabi,Silver,2025-01-01
238,20,Female,Dubai,Silver,2025-01-01
239,20,Male,Sharjah,Silver,2025-01-01
240,20,Female,Sharjah,Gold,2025-01-01
241,60,Female,Dubai,Silver,2025-01-01
242,50,Male,Dubai,Platinum,2025-01-01
243,30,Female,Dubai,Silver,2025-01-01
244,20,Female,Sharjah,Platinum,2025-01-01
245,50,Male,Dubai,Silver,2025-01-01
246,50,Female,Abu Dhabi,Silver,2025-01-01
247,50,Male,Abu Dhabi,Silver,2025-01-01
248,30,Male,Sharjah,Gold,2025-01-01
249,50,Male,Dubai,Gold,2025-01-01
250,20,Female,Dubai,Gold,2025-01-01
251,20,Female,Dubai,Gold,2025-01-01
252,40,Female,Abu Dhabi,Silver,2025-01-01
253,60,Female,Abu Dhabi,Silver,2025-01-01
254,50,Male,Abu Dhabi,Silver,2025-01-01
255,60,Male,Abu Dhabi,Silver,2025-01-01
256,60,Male,Abu Dhabi,Gold,2025-01-01
257,60,Female,Sharjah,Gold,2025-01-01
258,60,Male,Sharjah,Silver,2025-01-01
259,60,Male,Dubai,Gold,2025-01-01
260,20,Female,Dubai,Silver,2025-01-01
261,30,Female,Abu Dhabi,Silver,2025-01-01
262,50,Male,Dubai,Silver,2025-01-01
263,50,Female,Sharjah,Silver,2025-01-01
264,20,Female,Sharjah,Silver,2025-01-01
265,20,Female,Dubai,Silver,2025-01-01
266,60,Male,Abu Dhabi,Silver,2025-01-01
267,30,Male,Sharjah,Silver,2025-01-01
268,50,Male,Dubai,Silver,2025-01-01
269,40,Male,Abu Dhabi,Silver,2025-01-01
270,20,Male,Dubai,Platinum,2025-01-01
271,40,Male,Abu Dhabi,Gold,2025-01-01
272,50,Male,Abu Dhabi,Platinum,2025-01-01
273,20,Male,Sharjah,Silver,2025-01-01
274,50,Female,Sharjah,Gold,2025-01-01
275,20,Female,Dubai,Silver,2025-01-01
276,50,Male,Dubai,Gold,2025-01-01
277,40,Female,Abu Dhabi,Silver,2025-01-01
278,30,Female,Sharjah,Silver,2025-01-01
279,20,Male,Abu Dhabi,Silver,2025-01-01
280,40,Male,Abu Dhabi,Silver,2025-01-01
281,50,Male,Abu Dhabi,Silver,2025-01-01
282,40,Female,Abu Dhabi,Platinum,2025-01-01
283,20,Female,Abu Dhabi,Silver,2025-01-01
284,40,Male,Abu Dhabi,Gold,2025-01-01
285,50,Male,Dubai,Silver,2025-01-01
286,60,Female,Sharjah,Gold,2025-01-01
287,30,Male,Sharjah,Gold,2025-01-01
288,30,Male,Abu Dhabi,Silver,2025-01-01
289,60,Female,Abu Dhabi,Silver,2025-01-01
290,20,Female,Abu Dhabi,Gold,2025-01-01
291,40,Male,Sharjah,Silver,2025-01-01
292,40,Female,Sharjah,Silver,2025-01-01
293,60,Female,Abu Dhabi,Silver,2025-01-01
294,60,Male,Sharjah,Silver,2025-01-01
295,50,Male,Abu Dhabi,Silver,2025-01-01
296,50,Male,Abu Dhabi,Silver,2025-01-01
297,30,Male,Abu Dhabi,Gold,2025-01-01
298,20,Male,Dubai,Gold,2025-01-01
299,20,Male,Sharjah,Silver,2025-01-01
300,60,Male,Sharjah,Silver,2025-01-01
301,30,Female,Sharjah,Silver,2025-01-01
302,30,Male,Abu Dhabi,Silver,2025-01-01
303,50,Female,Dubai,Gold,2025-01-01
304,40,Male,Abu Dhabi,Gold,2025-01-01
305,20,Male,Abu Dhabi,Gold,2025-01-01
306,30,Male,Abu Dhabi,Platinum,2025-01-01
307,50,Male,Dubai,Silver,2025-01-01
308,50,Male,Abu Dhabi,Gold,2025-01-01
309,50,Male,Abu Dhabi,Gold,2025-01-01
310,40,Female,Dubai,Gold,2025-01-01
311,30,Male,Abu Dhabi,Gold,2025-01-01
312,60,Male,Abu Dhabi,Gold,2025-01-01
313,60,Male,Sharjah,Silver,2025-01-01
314,50,Female,Dubai,Platinum,2025-01-01
315,50,Female,Sharjah,Gold,2025-01-01
316,40,Male,Abu Dhabi,Silver,2025-01-01
317,50,Male,Dubai,Gold,2025-01-01
318,30,Male,Dubai,Silver,2025-01-01
319,50,Male,Abu Dhabi,Gold,2025-01-01
320,50,Male,Sharjah,Platinum,2025-01-01
321,30,Female,Abu Dhabi,Silver,2025-01-01
322,20,Male,Dubai,Gold,2025-01-01
323,60,Female,Dubai,Gold,2025-01-01
324,50,Female,Abu Dhabi,Gold,2025-01-01
325,30,Male,Abu Dhabi,Silver,2025-01-01
326,60,Female,Abu Dhabi,Silver,2025-01-01
327,40,Male,Abu Dhabi,Silver,2025-01-01
328,20,Female,Sharjah,Silver,2025-01-01
329,50,Male,Sharjah,Silver,2025-01-01
330,20,Male,Sharjah,Gold,2025-01-01
331,50,Male,Sharjah,Platinum,2025-01-01
332,50,Male,Dubai,Silver,2025-01-01
333,50,Female,Dubai,Silver,2025-01-01
334,20,Female,Sharjah,Gold,2025-01-01
335,40,Female,Abu Dhabi,Silver,2025-01-01
336,30,Male,Dubai,Platinum,2025-01-01
337,30,Male,Abu Dhabi,Gold,2025-01-01
338,40,Female,Sharjah,Gold,2025-01-01
339,40,Male,Dubai,Silver,2025-01-01
340,50,Male,Dubai,Silver,2025-01-01
341,50,Female,Dubai,Silver,2025-01-01
342,30,Male,Dubai,Silver,2025-01-01
343,50,Female,Sharjah,Gold,2025-01-01
344,50,Male,Dubai,Silver,2025-01-01
345,40,Male,Sharjah,Silver,2025-01-01
346,20,Female,Dubai,Gold,2025-01-01
347,60,Female,Sharjah,Silver,2025-01-01
348,60,Female,Sharjah,Silver,2025-01-01
349,50,Female,Abu Dhabi,Gold,2025-01-01
350,50,Female,Sharjah,Silver,2025-01-01
351,60,Male,Abu Dhabi,Silver,2025-01-01
352,40,Female,Dubai,Silver,2025-01-01
353,60,Male,Abu Dhabi,Silver,2025-01-01
354,60,Male,Sharjah,Silver,2025-01-01
355,60,Female,Abu Dhabi,Silver,2025-01-01
356,50,Female,Dubai,Silver,2025-01-01
357,50,Male,Abu Dhabi,Silver,2025-01-01
358,60,Female,Sharjah,Silver,2025-01-01
359,50,Female,Sharjah,Gold,2025-01-01
360,60,Male,Dubai,Gold,2025-01-01
361,40,Male,Dubai,Gold,2025-01-01
362,50,Female,Abu Dhabi,Silver,2025-01-01
363,20,Male,Dubai,Silver,2025-01-01
364,50,Male,Sharjah,Gold,2025-01-01
365,40,Male,Abu Dhabi,Gold,2025-01-01
366,40,Male,Abu Dhabi,Gold,2025-01-01
367,50,Male,Abu Dhabi,Silver,2025-01-01
368,30,Male,Abu Dhabi,Silver,2025-01-01
369,60,Male,Dubai,Gold,2025-01-01
370,60,Male,Abu Dhabi,Platinum,2025-01-01
371,40,Male,Abu Dhabi,Platinum,2025-01-01
372,50,Male,Abu Dhabi,Platinum,2025-01-01
373,30,Female,Sharjah,Gold,2025-01-01
374,20,Female,Sharjah,Gold,2025-01-01
375,60,Female,Dubai,Silver,2025-01-01
376,30,Male,Sharjah,Gold,2025-01-01
377,60,Male,Sharjah,Silver,2025-01-01
378,50,Male,Dubai,Silver,2025-01-01
379,60,Male,Dubai,Gold,2025-01-01
380,20,Male,Abu Dhabi,Gold,2025-01-01
381,50,Female,Abu Dhabi,Gold,2025-01-01
382,40,Male,Dubai,Silver,2025-01-01
383,30,Female,Abu Dhabi,Silver,2025-01-01
384,60,Female,Abu Dhabi,Platinum,2025-01-01
385,50,Female,Abu Dhabi,Gold,2025-01-01
386,50,Male,Dubai,Silver,2025-01-01
387,60,Female,Sharjah,Silver,2025-01-01
388,40,Male,Sharjah,Platinum,2025-01-01
389,60,Male,Dubai,Silver,2025-01-01
390,40,Female,Dubai,Silver,2025-01-01
391,60,Female,Abu Dhabi,Silver,2025-01-01
392,50,Female,Dubai,Silver,2025-01-01
393,20,Male,Dubai,Silver,2025-01-01
394,20,Male,Dubai,Silver,2025-01-01
395,50,Female,Dubai,Silver,2025-01-01
396,20,Male,Abu Dhabi,Silver,2025-01-01
397,40,Male,Abu Dhabi,Silver,2025-01-01
398,50,Male,Dubai,Platinum,2025-01-01
399,40,Female,Dubai,Gold,2025-01-01
400,50,Female,Sharjah,Silver,2025-01-01
401,40,Female,Sharjah,Silver,2025-01-01
402,40,Male,Dubai,Silver,2025-01-01
403,20,Female,Sharjah,Gold,2025-01-01
404,50,Male,Sharjah,Silver,2025-01-01
405,60,Male,Abu Dhabi,Platinum,2025-01-01
406,20,Male,Abu Dhabi,Gold,2025-01-01
407,40,Male,Abu Dhabi,Platinum,2025-01-01
408,40,Female,Sharjah,Silver,2025-01-01
409,60,Female,Dubai,Gold,2025-01-01
410,60,Male,Abu Dhabi,Gold,2025-01-01
411,40,Female,Sharjah,Silver,2025-01-01
412,60,Female,Dubai,Silver,2025-01-01
413,30,Female,Abu Dhabi,Silver,2025-01-01
414,20,Female,Sharjah,Silver,2025-01-01
415,50,Female,Abu Dhabi,Gold,2025-01-01
416,60,Female,Sharjah,Gold,2025-01-01
417,60,Female,Abu Dhabi,Silver,2025-01-01
418,30,Female,Sharjah,Silver,2025-01-01
419,50,Female,Dubai,Platinum,2025-01-01
420,30,Female,Abu Dhabi,Silver,2025-01-01
421,50,Female,Abu Dhabi,Silver,2025-01-01
422,20,Male,Sharjah,Silver,2025-01-01
423,60,Male,Dubai,Platinum,2025-01-01
424,20,Female,Dubai,Gold,2025-01-01
425,50,Female,Abu Dhabi,Silver,2025-01-01
426,60,Female,Sharjah,Silver,2025-01-01
427,30,Female,Abu Dhabi,Silver,2025-01-01
428,40,Male,Sharjah,Silver,2025-01-01
429,30,Male,Dubai,Gold,2025-01-01
430,40,Female,Abu Dhabi,Silver,2025-01-01
431,30,Male,Sharjah,Silver,2025-01-01
432,50,Female,Dubai,Silver,2025-01-01
433,20,Male,Sharjah,Silver,2025-01-01
434,40,Female,Abu Dhabi,Platinum,2025-01-01
435,50,Male,Sharjah,Silver,2025-01-01
436,20,Male,Abu Dhabi,Silver,2025-01-01
437,20,Male,Dubai,Gold,2025-01-01
438,60,Female,Sharjah,Silver,2025-01-01
439,60,Male,Dubai,Silver,2025-01-01
440,60,Female,Dubai,Silver,2025-01-01
441,40,Male,Abu Dhabi,Silver,2025-01-01
442,40,Male,Abu Dhabi,Platinum,2025-01-01
443,20,Female,Dubai,Silver,2025-01-01
444,40,Female,Abu Dhabi,Silver,2025-01-01
445,20,Female,Dubai,Gold,2025-01-01
446,50,Male,Abu Dhabi,Silver,2025-01-01
447,30,Female,Abu Dhabi,Platinum,2025-01-01
448,20,Female,Sharjah,Silver,2025-01-01
449,20,Female,Sharjah,Silver,2025-01-01
450,50,Male,Abu Dhabi,Silver,2025-01-01
451,60,Female,Dubai,Silver,2025-01-01
452,60,Female,Dubai,Silver,2025-01-01
453,60,Male,Dubai,Silver,2025-01-01
454,20,Female,Abu Dhabi,Silver,2025-01-01
455,20,Male,Abu Dhabi,Silver,2025-01-01
456,40,Female,Dubai,Silver,2025-01-01
457,40,Female,Sharjah,Silver,2025-01-01
458,30,Female,Sharjah,Silver,2025-01-01
459,30,Female,Dubai,Silver,2025-01-01
460,40,Male,Abu Dhabi,Silver,2025-01-01
461,20,Male,Abu Dhabi,Gold,2025-01-01
462,50,Male,Dubai,Silver,2025-01-01
463,40,Male,Sharjah,Silver,2025-01-01
464,20,Male,Dubai,Silver,2025-01-01
465,40,Male,Dubai,Silver,2025-01-01
466,60,Female,Dubai,Gold,2025-01-01
467,40,Female,Sharjah,Silver,2025-01-01
468,60,Female,Dubai,Silver,2025-01-01
469,20,Male,Sharjah,Silver,2025-01-01
470,60,Female,Abu Dhabi,Platinum,2025-01-01
471,40,Male,Sharjah,Silver,2025-01-01
472,60,Male,Sharjah,Gold,2025-01-01
473,50,Female,Dubai,Silver,2025-01-01
474,60,Female,Abu Dhabi,Silver,2025-01-01
475,60,Male,Dubai,Silver,2025-01-01
476,30,Male,Sharjah,Silver,2025-01-01
477,50,Male,Sharjah,Silver,2025-01-01
478,20,Female,Dubai,Silver,2025-01-01
479,60,Male,Abu Dhabi,Silver,2025-01-01
480,50,Male,Sharjah,Silver,2025-01-01
481,20,Female,Sharjah,Silver,2025-01-01
482,50,Male,Sharjah,Silver,2025-01-01
483,30,Female,Abu Dhabi,Silver,2025-01-01
484,20,Male,Dubai,Silver,2025-01-01
485,20,Female,Abu Dhabi,Silver,2025-01-01
486,60,Male,Abu Dhabi,Silver,2025-01-01
487,40,Female,Sharjah,Gold,2025-01-01
488,20,Male,Abu Dhabi,Silver,2025-01-01
489,20,Male,Sharjah,Platinum,2025-01-01
490,30,Female,Abu Dhabi,Gold,2025-01-01
491,30,Female,Abu Dhabi,Gold,2025-01-01
492,30,Male,Dubai,Silver,2025-01-01
493,60,Male,Abu Dhabi,Gold,2025-01-01
494,20,Male,Dubai,Gold,2025-01-01
495,30,Male,Sharjah,Gold,2025-01-01
496,30,Male,Sharjah,Silver,2025-01-01
497,50,Male,Dubai,Gold,2025-01-01
498,50,Male,Sharjah,Gold,2025-01-01
499,30,Female,Sharjah,Silver,2025-01-01
500,60,Male,Abu Dhabi,Gold,2025-01-01
501,40,Female,Dubai,Silver,2025-01-01
502,50,Male,Sharjah,Gold,2025-01-01
503,50,Male,Dubai,Gold,2025-01-01
504,20,Female,Abu Dhabi,Silver,2025-01-01
505,20,Male,Sharjah,Gold,2025-01-01
506,30,Female,Sharjah,Gold,2025-01-01
507,20,Male,Dubai,Silver,2025-01-01
508,20,Male,Sharjah,Silver,2025-01-01
509,40,Male,Dubai,Gold,2025-01-01
510,60,Male,Sharjah,Silver,2025-01-01
511,30,Female,Abu Dhabi,Silver,2025-01-01
512,40,Female,Abu Dhabi,Gold,2025-01-01
513,30,Female,Dubai,Platinum,2025-01-01
514,60,Male,Sharjah,Silver,2025-01-01
515,30,Female,Sharjah,Silver,2025-01-01
516,20,Male,Dubai,Silver,2025-01-01
517,60,Female,Abu Dhabi,Gold,2025-01-01
518,40,Male,Abu Dhabi,Gold,2025-01-01
519,40,Female,Abu Dhabi,Silver,2025-01-01
520,50,Female,Dubai,Silver,2025-01-01
521,40,Female,Abu Dhabi,Silver,2025-01-01
522,50,Female,Dubai,Gold,2025-01-01
523,20,Male,Abu Dhabi,Silver,2025-01-01
524,40,Female,Abu Dhabi,Gold,2025-01-01
525,60,Female,Dubai,Silver,2025-01-01
526,50,Female,Sharjah,Gold,2025-01-01
527,40,Female,Sharjah,Silver,2025-01-01
528,20,Male,Sharjah,Gold,2025-01-01
529,60,Male,Abu Dhabi,Platinum,2025-01-01
530,60,Male,Abu Dhabi,Platinum,2025-01-01
531,20,Female,Sharjah,Platinum,2025-01-01
532,40,Female,Abu Dhabi,Silver,2025-01-01
533,30,Male,Abu Dhabi,Silver,2025-01-01
534,40,Male,Sharjah,Silver,2025-01-01
535,50,Male,Dubai,Silver,2025-01-01
536,50,Male,Sharjah,Silver,2025-01-01
537,40,Male,Sharjah,Gold,2025-01-01
538,50,Female,Dubai,Gold,2025-01-01
539,30,Female,Abu Dhabi,Silver,2025-01-01
540,30,Male,Sharjah,Gold,2025-01-01
541,60,Female,Sharjah,Silver,2025-01-01
542,50,Female,Abu Dhabi,Gold,2025-01-01
543,40,Male,Abu Dhabi,Silver,2025-01-01
544,60,Male,Dubai,Silver,2025-01-01
545,30,Male,Abu Dhabi,Silver,2025-01-01
546,60,Male,Sharjah,Gold,2025-01-01
547,20,Female,Abu Dhabi,Platinum,2025-01-01
548,50,Female,Abu Dhabi,Silver,2025-01-01
549,40,Female,Dubai,Silver,2025-01-01
550,30,Female,Dubai,Gold,2025-01-01
551,60,Male,Sharjah,Silver,2025-01-01
552,40,Female,Sharjah,Silver,2025-01-01
553,50,Male,Abu Dhabi,Silver,2025-01-01
554,40,Female,Sharjah,Gold,2025-01-01
555,50,Female,Sharjah,Silver,2025-01-01
556,50,Male,Abu Dhabi,Silver,2025-01-01
557,50,Male,Abu Dhabi,Silver,2025-01-01
558,60,Male,Abu Dhabi,Platinum,2025-01-01
559,50,Female,Dubai,Silver,2025-01-01
560,40,Male,Dubai,Gold,2025-01-01
