sku_id,sku_name,category,subcategory,unit_price,cost_price,brand
1074,Personal Care_Skincare_1074,Personal Care,Skincare,62.67,46.87,Local
1075,Snacks_Crackers_1075,Snacks,Crackers,13.37,7.55,Budget
1076,Snacks_Chocolates_1076,Snacks,Chocolates,22.42,14.3,BlueMart
1077,Household_Cleaning Supplies_1077,Household,Cleaning Supplies,47.6,33.54,BlueMart
1078,Electronics_Cables_1078,Electronics,Cables,179.73,102.12,Local
1079,Beverages_Juices_1079,Beverages,Juices,5.2,2.97,International
1080,Snacks_Chips_1080,Snacks,Chips,22.25,13.55,International
1081,Snacks_Nuts_1081,Snacks,Nuts,10.06,7.31,Premium
1082,Household_Detergent_1082,Household,Detergent,44.66,27.34,Premium
1083,Dairy_Cheese_1083,Dairy,Cheese,13.88,9.04,Budget
1084,Household_Paper Products_1084,Household,Paper Products,47.89,36.19,Local
1085,Personal Care_Skincare_1085,Personal Care,Skincare,26.63,17.31,Premium
1086,Grocery_Rice_1086,Grocery,Rice,15.06,11.91,BlueMart
1087,Snacks_Crackers_1087,Snacks,Crackers,9.42,5.28,International
1088,Household_Cleaning Supplies_1088,Household,Cleaning Supplies,21.16,15.32,BlueMart
1089,Electronics_Mobile Accessories_1089,Electronics,Mobile Accessories,65.95,41.13,International
1090,Dairy_Cheese_1090,Dairy,Cheese,36.54,20.51,Premium
1091,Dairy_Butter_1091,Dairy,Butter,8.74,5.54,BlueMart
1092,Household_Detergent_1092,Household,Detergent,28.19,17.12,Premium
1093,Snacks_Chips_1093,Snacks,Chips,7.98,5.29,BlueMart
1094,Grocery_Rice_1094,Grocery,Rice,23.5,16.47,Premium
1095,Snacks_Chocolates_1095,Snacks,Chocolates,20.92,16.47,Local
1096,Electronics_Mobile Accessories_1096,Electronics,Mobile Accessories,113.29,88.73,International
1097,Snacks_Crackers_1097,Snacks,Crackers,2.61,1.68,Local
1098,Electronics_Mobile Accessories_1098,Electronics,Mobile Accessories,103.53,76.34,Premium
1099,Personal Care_Toothpaste_1099,Personal Care,Toothpaste,49.84,28.2,BlueMart
1100,Electronics_Mobile Accessories_1100,Electronics,Mobile Accessories,18.21,10.36,Budget
1101,Snacks_Crackers_1101,Snacks,Crackers,24.92,17.17,Local
1102,Snacks_Biscuits_1102,Snacks,Biscuits,21.54,13.18,Premium
1103,Dairy_Milk_1103,Dairy,Milk,38.39,26.93,Premium
1104,Grocery_Pasta_1104,Grocery,Pasta,21.12,12.22,Budget
1105,Beverages_Water_1105,Beverages,Water,17.04,13.0,Budget
1106,Snacks_Chocolates_1106,Snacks,Chocolates,11.28,6.58,BlueMart
1107,Electronics_Mobile Accessories_1107,Electronics,Mobile Accessories,160.77,116.72,Premium
1108,Dairy_Butter_1108,Dairy,Butter,39.32,27.6,Budget
1109,Electronics_Batteries_1109,Electronics,Batteries,36.39,26.62,Budget
1110,Grocery_Canned Goods_1110,Grocery,Canned Goods,18.41,12.54,Budget
1111,Snacks_Nuts_1111,Snacks,Nuts,12.56,9.55,Local
1112,Household_Paper Products_1112,Household,Paper Products,10.38,7.32,Premium
1113,Dairy_Cheese_1113,Dairy,Cheese,25.29,16.07,Budget
1114,Electronics_Batteries_1114,Electronics,Batteries,152.42,99.08,Budget
1115,Household_Paper Products_1115,Household,Paper Products,44.22,28.87,International
1116,Personal Care_Skincare_1116,Personal Care,Skincare,78.12,54.72,Premium
1117,Snacks_Crackers_1117,Snacks,Crackers,9.94,6.33,BlueMart
1118,Dairy_Milk_1118,Dairy,Milk,23.7,15.14,International
1119,Grocery_Pasta_1119,Grocery,Pasta,36.07,20.19,Local
1120,Grocery_Cereals_1120,Grocery,Cereals,46.44,26.25,Premium
1121,Grocery_Rice_1121,Grocery,Rice,31.88,25.39,Budget
1122,Dairy_Yogurt_1122,Dairy,Yogurt,31.6,21.58,Local
1123,Beverages_Water_1123,Beverages,Water,9.82,7.15,International
1124,Dairy_Cheese_1124,Dairy,Cheese,23.62,13.62,Premium
1125,Personal Care_Toothpaste_1125,Personal Care,Toothpaste,26.97,16.65,Premium
1126,Beverages_Soft Drinks_1126,Beverages,Soft Drinks,25.7,14.71,Budget
1127,Grocery_Rice_1127,Grocery,Rice,20.43,13.66,Premium
1128,Grocery_Spices_1128,Grocery,Spices,26.58,18.5,Local
1129,Electronics_Chargers_1129,Electronics,Chargers,152.84,105.63,Premium
1130,Snacks_Nuts_1130,Snacks,Nuts,16.86,11.68,Premium
1131,Snacks_Crackers_1131,Snacks,Crackers,23.47,12.95,Premium
1132,Dairy_Butter_1132,Dairy,Butter,34.78,19.89,Local
1133,Electronics_Mobile Accessories_1133,Electronics,Mobile Accessories,33.85,23.06,Premium
1134,Household_Paper Products_1134,Household,Paper Products,13.83,8.98,International
1135,Household_Trash Bags_1135,Household,Trash Bags,50.49,31.02,BlueMart
1136,Personal Care_Shampoo_1136,Personal Care,Shampoo,60.29,41.22,Premium
1137,Snacks_Nuts_1137,Snacks,Nuts,6.72,5.32,Local
1138,Household_Cleaning Supplies_1138,Household,Cleaning Supplies,46.28,31.58,Local
1139,Dairy_Cream_1139,Dairy,Cream,22.71,17.78,Premium
1140,Personal Care_Shampoo_1140,Personal Care,Shampoo,35.85,23.79,Budget
1141,Beverages_Coffee_1141,Beverages,Coffee,8.45,6.09,BlueMart
1142,Electronics_Mobile Accessories_1142,Electronics,Mobile Accessories,15.64,9.06,Premium
1143,Dairy_Cheese_1143,Dairy,Cheese,17.21,13.46,Local
1144,Household_Detergent_1144,Household,Detergent,14.46,10.6,International
1145,Household_Trash Bags_1145,Household,Trash Bags,11.46,8.43,Budget
1146,Snacks_Chocolates_1146,Snacks,Chocolates,20.29,12.18,BlueMart
1147,Snacks_Crackers_1147,Snacks,Crackers,20.74,14.86,Budget
1148,Household_Cleaning Supplies_1148,Household,Cleaning Supplies,53.61,34.75,Local
1149,Electronics_Chargers_1149,Electronics,Chargers,103.58,68.95,Premium
1150,Electronics_Batteries_1150,Electronics,Batteries,133.14,80.96,International
1151,Electronics_Cables_1151,Electronics,Cables,142.73,110.85,Budget
1152,Personal Care_Toothpaste_1152,Personal Care,Toothpaste,53.94,34.18,BlueMart
1153,Electronics_Batteries_1153,Electronics,Batteries,160.72,109.83,International
1154,Household_Cleaning Supplies_1154,Household,Cleaning Supplies,15.89,9.98,Premium
1155,Electronics_Mobile Accessories_1155,Electronics,Mobile Accessories,22.88,15.84,Local
1156,Personal Care_Soap_1156,Personal Care,Soap,33.95,25.64,BlueMart
1157,Household_Cleaning Supplies_1157,Household,Cleaning Supplies,14.63,9.5,Local
1158,Snacks_Crackers_1158,Snacks,Crackers,7.27,5.31,Local
1159,Electronics_Batteries_1159,Electronics,Batteries,178.08,122.11,Premium
1160,Snacks_Nuts_1160,Snacks,Nuts,6.18,4.8,Budget
1161,Electronics_Batteries_1161,Electronics,Batteries,82.66,58.17,International
1162,Dairy_Yogurt_1162,Dairy,Yogurt,26.4,14.64,International
1163,Household_Paper Products_1163,Household,Paper Products,37.39,27.08,International
1164,Electronics_Cables_1164,Electronics,Cables,196.24,126.3,BlueMart
1165,Personal Care_Skincare_1165,Personal Care,Skincare,17.3,13.15,International
1166,Grocery_Spices_1166,Grocery,Spices,49.32,37.47,BlueMart
1167,Grocery_Rice_1167,Grocery,Rice,44.15,30.01,Budget
1168,Snacks_Chips_1168,Snacks,Chips,19.12,11.5,Local
1169,Beverages_Soft Drinks_1169,Beverages,Soft Drinks,6.09,3.98,International
1170,Dairy_Yogurt_1170,Dairy,Yogurt,21.3,14.28,International
1171,Personal Care_Toothpaste_1171,Personal Care,Toothpaste,41.67,24.39,BlueMart
1172,Electronics_Chargers_1172,Electronics,Chargers,113.45,88.34,Premium
1173,Electronics_Batteries_1173,Electronics,Batteries,163.58,90.5,Budget
1174,Electronics_Mobile Accessories_1174,Electronics,Mobile Accessories,240.85,141.42,Premium
1175,Household_Trash Bags_1175,Household,Trash Bags,59.84,40.42,Budget
1176,Snacks_Chocolates_1176,Snacks,Chocolates,6.83,5.29,Premium
1177,Snacks_Chips_1177,Snacks,Chips,2.84,1.9,Budget
1178,Beverages_Soft Drinks_1178,Beverages,Soft Drinks,23.94,15.88,Budget
1179,Household_Cleaning Supplies_1179,Household,Cleaning Supplies,28.84,19.9,BlueMart
1180,Grocery_Spices_1180,Grocery,Spices,8.4,6.2,Premium
1181,Personal Care_Soap_1181,Personal Care,Soap,38.61,21.48,BlueMart
1182,Beverages_Tea_1182,Beverages,Tea,14.02,9.64,Premium
1183,Electronics_Batteries_1183,Electronics,Batteries,133.79,93.49,Premium
1184,Snacks_Chocolates_1184,Snacks,Chocolates,22.41,15.44,Local
1185,Personal Care_Toothpaste_1185,Personal Care,Toothpaste,77.39,60.84,BlueMart
1186,Dairy_Yogurt_1186,Dairy,Yogurt,5.46,3.12,Premium
1187,Personal Care_Skincare_1187,Personal Care,Skincare,71.35,50.71,Local
1188,Grocery_Spices_1188,Grocery,Spices,20.38,12.53,Premium
1189,Electronics_Batteries_1189,Electronics,Batteries,77.99,55.06,Premium
1190,Dairy_Milk_1190,Dairy,Milk,20.26,12.63,International
1191,Dairy_Butter_1191,Dairy,Butter,9.9,7.59,Premium
1192,Dairy_Milk_1192,Dairy,Milk,21.97,14.9,Local
1193,Beverages_Tea_1193,Beverages,Tea,13.87,8.38,Budget
1194,Dairy_Butter_1194,Dairy,Butter,9.63,7.46,Budget
1195,Snacks_Chocolates_1195,Snacks,Chocolates,20.92,14.28,Local
1196,Grocery_Pasta_1196,Grocery,Pasta,29.94,21.34,Local
1197,Electronics_Mobile Accessories_1197,Electronics,Mobile Accessories,17.58,10.27,International
1198,Dairy_Cheese_1198,Dairy,Cheese,25.91,18.14,Budget
1199,Electronics_Cables_1199,Electronics,Cables,229.89,150.51,Premium
1200,Beverages_Juices_1200,Beverages,Juices,7.49,5.5,BlueMart
1201,Household_Trash Bags_1201,Household,Trash Bags,20.76,13.44,Premium
1202,Household_Cleaning Supplies_1202,Household,Cleaning Supplies,45.52,31.98,International
1203,Electronics_Batteries_1203,Electronics,Batteries,239.21,139.64,Premium
1204,Beverages_Coffee_1204,Beverages,Coffee,17.58,10.38,Local
1205,Grocery_Cereals_1205,Grocery,Cereals,31.86,20.19,Local
1206,Snacks_Chips_1206,Snacks,Chips,3.73,2.73,Premium
1207,Personal Care_Soap_1207,Personal Care,Soap,42.18,24.0,BlueMart
1208,Household_Paper Products_1208,Household,Paper Products,58.32,32.15,BlueMart
1209,Snacks_Nuts_1209,Snacks,Nuts,20.57,16.26,Local
1210,Grocery_Rice_1210,Grocery,Rice,13.33,9.14,International
1211,Electronics_Mobile Accessories_1211,Electronics,Mobile Accessories,193.37,141.36,Budget
1212,Grocery_Pasta_1212,Grocery,Pasta,27.02,16.36,International
1213,Snacks_Biscuits_1213,Snacks,Biscuits,2.91,2.11,International
1214,Electronics_Cables_1214,Electronics,Cables,148.47,115.64,BlueMart
1215,Snacks_Chips_1215,Snacks,Chips,6.43,3.72,Premium
1216,Snacks_Biscuits_1216,Snacks,Biscuits,19.14,10.79,Premium
1217,Personal Care_Soap_1217,Personal Care,Soap,55.12,39.28,Premium
1218,Household_Paper Products_1218,Household,Paper Products,33.02,25.47,Budget
1219,Beverages_Coffee_1219,Beverages,Coffee,18.46,13.86,Budget
1220,Dairy_Milk_1220,Dairy,Milk,30.82,20.96,Premium
1221,Household_Detergent_1221,Household,Detergent,29.71,19.77,International
1222,Personal Care_Skincare_1222,Personal Care,Skincare,47.03,36.91,Local
1223,Electronics_Cables_1223,Electronics,Cables,97.42,72.27,Premium
1224,Snacks_Nuts_1224,Snacks,Nuts,16.43,12.63,International
1225,Beverages_Soft Drinks_1225,Beverages,Soft Drinks,12.08,8.22,Local
1226,Grocery_Cereals_1226,Grocery,Cereals,26.03,16.25,International
1227,Beverages_Tea_1227,Beverages,Tea,4.14,2.3,International
1228,Grocery_Rice_1228,Grocery,Rice,22.62,13.14,International
1229,Snacks_Crackers_1229,Snacks,Crackers,7.96,5.55,International
1230,Electronics_Cables_1230,Electronics,Cables,156.19,121.19,International
1231,Electronics_Chargers_1231,Electronics,Chargers,30.27,19.69,Local
1232,Dairy_Cream_1232,Dairy,Cream,34.07,19.76,BlueMart
1233,Grocery_Pasta_1233,Grocery,Pasta,6.65,5.25,Local
1234,Snacks_Crackers_1234,Snacks,Crackers,16.48,9.96,Budget
1235,Household_Detergent_1235,Household,Detergent,35.3,21.71,Budget
1236,Beverages_Soft Drinks_1236,Beverages,Soft Drinks,7.16,5.4,Premium
1237,Snacks_Chips_1237,Snacks,Chips,15.64,10.87,BlueMart
1238,Grocery_Cereals_1238,Grocery,Cereals,17.28,11.56,BlueMart
1239,Beverages_Coffee_1239,Beverages,Coffee,3.96,2.5,International
1240,Personal Care_Toothpaste_1240,Personal Care,Toothpaste,29.7,18.21,BlueMart
1241,Personal Care_Skincare_1241,Personal Care,Skincare,13.41,9.16,International
1242,Snacks_Nuts_1242,Snacks,Nuts,3.75,2.86,Premium
1243,Dairy_Cream_1243,Dairy,Cream,36.73,25.45,Budget
1244,Personal Care_Skincare_1244,Personal Care,Skincare,28.69,22.08,Local
1245,Household_Cleaning Supplies_1245,Household,Cleaning Supplies,16.18,9.55,Premium
1246,Snacks_Chips_1246,Snacks,Chips,23.39,13.48,Budget
1247,Household_Trash Bags_1247,Household,Trash Bags,53.85,42.56,Premium
1248,Electronics_Batteries_1248,Electronics,Batteries,16.21,12.24,Premium
1249,Electronics_Batteries_1249,Electronics,Batteries,15.26,10.51,Local
1250,Household_Trash Bags_1250,Household,Trash Bags,18.04,10.3,Premium
1251,Grocery_Rice_1251,Grocery,Rice,10.21,6.58,BlueMart
1252,Snacks_Chocolates_1252,Snacks,Chocolates,4.95,3.07,BlueMart
1253,Grocery_Pasta_1253,Grocery,Pasta,20.38,14.43,International
1254,Snacks_Nuts_1254,Snacks,Nuts,6.0,4.46,International
1255,Grocery_Canned Goods_1255,Grocery,Canned Goods,8.03,5.59,Premium
1256,Beverages_Water_1256,Beverages,Water,26.02,20.75,Budget
1257,Household_Paper Products_1257,Household,Paper Products,41.67,29.11,Premium
1258,Snacks_Chocolates_1258,Snacks,Chocolates,20.89,13.43,Local
1259,Personal Care_Soap_1259,Personal Care,Soap,10.07,5.94,Premium
1260,Household_Cleaning Supplies_1260,Household,Cleaning Supplies,13.31,10.16,Budget
1261,Snacks_Crackers_1261,Snacks,Crackers,8.86,6.73,Local
1262,Household_Detergent_1262,Household,Detergent,14.83,11.37,International
1263,Household_Cleaning Supplies_1263,Household,Cleaning Supplies,57.07,37.38,Budget
1264,Dairy_Cheese_1264,Dairy,Cheese,14.6,11.62,Premium
1265,Household_Detergent_1265,Household,Detergent,19.96,12.04,BlueMart
1266,Grocery_Canned Goods_1266,Grocery,Canned Goods,30.32,20.25,Budget
1267,Household_Detergent_1267,Household,Detergent,18.59,10.65,BlueMart
1268,Personal Care_Soap_1268,Personal Care,Soap,63.27,44.7,BlueMart
1269,Snacks_Nuts_1269,Snacks,Nuts,24.25,14.46,Premium
1270,Dairy_Milk_1270,Dairy,Milk,26.26,16.07,Budget
1271,Grocery_Canned Goods_1271,Grocery,Canned Goods,7.89,5.49,Premium
1272,Personal Care_Skincare_1272,Personal Care,Skincare,20.47,13.64,Budget
1273,Beverages_Water_1273,Beverages,Water,21.76,16.65,Local
1274,Personal Care_Toothpaste_1274,Personal Care,Toothpaste,17.35,10.59,International
1275,Electronics_Chargers_1275,Electronics,Chargers,128.35,77.34,Premium
1276,Beverages_Coffee_1276,Beverages,Coffee,4.96,3.39,International
1277,Dairy_Milk_1277,Dairy,Milk,33.86,21.65,Premium
1278,Dairy_Yogurt_1278,Dairy,Yogurt,29.13,21.85,Premium
1279,Electronics_Chargers_1279,Electronics,Chargers,39.57,28.06,Local
1280,Dairy_Milk_1280,Dairy,Milk,37.77,21.26,Budget
1281,Beverages_Coffee_1281,Beverages,Coffee,26.52,19.32,Local
1282,Dairy_Cheese_1282,Dairy,Cheese,21.95,15.7,Budget
1283,Dairy_Yogurt_1283,Dairy,Yogurt,32.43,21.74,BlueMart
1284,Household_Detergent_1284,Household,Detergent,30.81,22.53,Budget
1285,Household_Cleaning Supplies_1285,Household,Cleaning Supplies,32.92,23.17,Premium
1286,Dairy_Butter_1286,Dairy,Butter,31.05,23.85,Premium
1287,Personal Care_Deodorant_1287,Personal Care,Deodorant,48.88,35.67,Premium
1288,Grocery_Cereals_1288,Grocery,Cereals,34.26,20.55,Budget
1289,Snacks_Chips_1289,Snacks,Chips,21.33,12.66,International
1290,Beverages_Tea_1290,Beverages,Tea,25.85,18.28,Local
1291,Dairy_Butter_1291,Dairy,Butter,22.67,15.55,Budget
1292,Grocery_Canned Goods_1292,Grocery,Canned Goods,6.32,4.1,Budget
1293,Electronics_Cables_1293,Electronics,Cables,201.34,143.71,International
1294,Beverages_Tea_1294,Beverages,Tea,8.69,6.13,Budget
1295,Electronics_Mobile Accessories_1295,Electronics,Mobile Accessories,45.92,33.47,International
1296,Electronics_Cables_1296,Electronics,Cables,70.82,56.15,BlueMart
1297,Snacks_Crackers_1297,Snacks,Crackers,12.05,6.92,Premium
1298,Dairy_Milk_1298,Dairy,Milk,28.19,16.18,Budget
1299,Grocery_Rice_1299,Grocery,Rice,22.96,17.55,BlueMart
1300,Grocery_Canned Goods_1300,Grocery,Canned Goods,10.89,8.63,Premium
1301,Personal Care_Soap_1301,Personal Care,Soap,15.14,8.97,Budget
1302,Beverages_Coffee_1302,Beverages,Coffee,25.38,16.69,Premium
1303,Personal Care_Deodorant_1303,Personal Care,Deodorant,59.47,35.19,BlueMart
1304,Grocery_Cereals_1304,Grocery,Cereals,38.14,27.31,Premium
1305,Grocery_Canned Goods_1305,Grocery,Canned Goods,25.09,19.22,Budget
1306,Personal Care_Skincare_1306,Personal Care,Skincare,12.39,9.87,BlueMart
1307,Snacks_Nuts_1307,Snacks,Nuts,3.19,2.26,Premium
1308,Snacks_Crackers_1308,Snacks,Crackers,4.04,2.33,Budget
1309,Household_Detergent_1309,Household,Detergent,28.66,19.2,Budget
1310,Dairy_Yogurt_1310,Dairy,Yogurt,16.31,12.94,Budget
1311,Electronics_Batteries_1311,Electronics,Batteries,129.88,93.09,BlueMart
1312,Dairy_Cream_1312,Dairy,Cream,10.02,7.87,Local
1313,Beverages_Tea_1313,Beverages,Tea,5.54,3.98,Premium
1314,Snacks_Biscuits_1314,Snacks,Biscuits,17.22,13.68,Premium
1315,Dairy_Yogurt_1315,Dairy,Yogurt,13.55,10.27,International
1316,Grocery_Canned Goods_1316,Grocery,Canned Goods,10.09,7.56,International
1317,Grocery_Cereals_1317,Grocery,Cereals,47.34,35.82,Budget
1318,Grocery_Pasta_1318,Grocery,Pasta,20.69,12.2,Budget
1319,Electronics_Mobile Accessories_1319,Electronics,Mobile Accessories,218.61,174.52,Local
1320,Snacks_Crackers_1320,Snacks,Crackers,8.64,4.99,Budget
1321,Dairy_Butter_1321,Dairy,Butter,28.37,21.33,Local
1322,Grocery_Cereals_1322,Grocery,Cereals,44.1,28.4,Premium
1323,Electronics_Mobile Accessories_1323,Electronics,Mobile Accessories,92.17,65.22,Budget
1324,Electronics_Mobile Accessories_1324,Electronics,Mobile Accessories,104.4,71.74,Budget
1325,Grocery_Cereals_1325,Grocery,Cereals,15.23,8.66,Budget
1326,Dairy_Yogurt_1326,Dairy,Yogurt,31.58,21.32,Budget
1327,Beverages_Coffee_1327,Beverages,Coffee,3.69,2.34,Premium
1328,Beverages_Tea_1328,Beverages,Tea,9.64,6.45,Premium
1329,Electronics_Cables_1329,Electronics,Cables,190.52,138.86,Budget
1330,Snacks_Chocolates_1330,Snacks,Chocolates,2.17,1.54,International
1331,Grocery_Canned Goods_1331,Grocery,Canned Goods,46.72,26.4,International
1332,Dairy_Cheese_1332,Dairy,Cheese,8.55,5.74,Premium
1333,Household_Detergent_1333,Household,Detergent,23.98,18.0,Budget
1334,Beverages_Coffee_1334,Beverages,Coffee,22.38,14.55,International
1335,Beverages_Soft Drinks_1335,Beverages,Soft Drinks,17.11,9.94,International
1336,Electronics_Mobile Accessories_1336,Electronics,Mobile Accessories,58.38,36.42,Local
1337,Snacks_Biscuits_1337,Snacks,Biscuits,23.11,15.16,BlueMart
1338,Dairy_Milk_1338,Dairy,Milk,18.07,12.32,BlueMart
1339,Snacks_Crackers_1339,Snacks,Crackers,22.34,13.56,Premium
1340,Beverages_Juices_1340,Beverages,Juices,12.74,9.89,Local
1341,Grocery_Pasta_1341,Grocery,Pasta,16.5,10.32,Local
1342,Household_Paper Products_1342,Household,Paper Products,42.91,32.28,Local
1343,Beverages_Soft Drinks_1343,Beverages,Soft Drinks,14.45,8.5,Premium
1344,Household_Detergent_1344,Household,Detergent,32.59,22.29,BlueMart
1345,Snacks_Chocolates_1345,Snacks,Chocolates,15.96,10.96,Premium
1346,Dairy_Cream_1346,Dairy,Cream,25.81,17.4,International
1347,Personal Care_Skincare_1347,Personal Care,Skincare,57.31,37.86,Premium
1348,Grocery_Rice_1348,Grocery,Rice,5.71,3.63,Local
1349,Household_Detergent_1349,Household,Detergent,25.54,19.83,Local
1350,Household_Paper Products_1350,Household,Paper Products,41.56,29.05,Premium
1351,Grocery_Cereals_1351,Grocery,Cereals,20.46,14.41,Premium
1352,Household_Detergent_1352,Household,Detergent,42.82,24.3,Budget
1353,Dairy_Yogurt_1353,Dairy,Yogurt,28.8,17.5,Premium
1354,Dairy_Yogurt_1354,Dairy,Yogurt,39.79,28.47,Budget
1355,Beverages_Coffee_1355,Beverages,Coffee,4.62,3.19,International
1356,Snacks_Crackers_1356,Snacks,Crackers,17.87,10.73,Budget
1357,Dairy_Milk_1357,Dairy,Milk,33.76,18.58,Premium
1358,Household_Trash Bags_1358,Household,Trash Bags,56.21,34.21,Premium
1359,Dairy_Cream_1359,Dairy,Cream,30.8,22.86,Premium
1360,Dairy_Cream_1360,Dairy,Cream,8.25,5.07,Local
1361,Grocery_Spices_1361,Grocery,Spices,42.17,31.44,Local
1362,Dairy_Butter_1362,Dairy,Butter,15.61,9.61,Premium
