store_id,sku_id,stock_on_hand,reorder_point,snapshot_date
9,2540,130,20,2025-12-31
9,5373,21,20,2025-12-31
9,4738,64,20,2025-12-31
9,1774,170,20,2025-12-31
9,2614,136,20,2025-12-31
9,4925,42,20,2025-12-31
9,5340,82,20,2025-12-31
9,3767,100,20,2025-12-31
9,3869,89,20,2025-12-31
9,3089,163,20,2025-12-31
9,1017,71,20,2025-12-31
9,2722,197,20,2025-12-31
9,2620,70,20,2025-12-31
9,4375,54,20,2025-12-31
9,3480,110,20,2025-12-31
9,4599,187,20,2025-12-31
9,1915,162,20,2025-12-31
9,1770,73,20,2025-12-31
9,3568,104,20,2025-12-31
9,1919,163,20,2025-12-31
9,2824,67,20,2025-12-31
9,4996,148,20,2025-12-31
9,3866,66,20,2025-12-31
9,2094,169,20,2025-12-31
9,2377,190,20,2025-12-31
9,4532,94,20,2025-12-31
9,4630,16,20,2025-12-31
9,2397,91,20,2025-12-31
9,5089,29,20,2025-12-31
9,4758,95,20,2025-12-31
9,4560,137,20,2025-12-31
9,1875,82,20,2025-12-31
9,2708,33,20,2025-12-31
9,5391,96,20,2025-12-31
9,3925,41,20,2025-12-31
9,3339,164,20,2025-12-31
9,2886,132,20,2025-12-31
9,5376,191,20,2025-12-31
9,2287,52,20,2025-12-31
9,1496,125,20,2025-12-31
9,2885,151,20,2025-12-31
9,4193,17,20,2025-12-31
9,2177,198,20,2025-12-31
9,5982,199,20,2025-12-31
9,5753,94,20,2025-12-31
9,5414,133,20,2025-12-31
9,5153,157,20,2025-12-31
9,3232,61,20,2025-12-31
9,2918,20,20,2025-12-31
9,1943,102,20,2025-12-31
9,3830,98,20,2025-12-31
9,5042,72,20,2025-12-31
9,5832,198,20,2025-12-31
9,4792,39,20,2025-12-31
9,5696,72,20,2025-12-31
9,3065,84,20,2025-12-31
9,3447,155,20,2025-12-31
9,4525,32,20,2025-12-31
9,2905,14,20,2025-12-31
9,4166,20,20,2025-12-31
9,3027,48,20,2025-12-31
9,4450,109,20,2025-12-31
9,3331,97,20,2025-12-31
9,1187,84,20,2025-12-31
9,5257,39,20,2025-12-31
9,2303,162,20,2025-12-31
9,1058,13,20,2025-12-31
9,3530,113,20,2025-12-31
9,5126,96,20,2025-12-31
9,3222,61,20,2025-12-31
9,3777,133,20,2025-12-31
9,3440,59,20,2025-12-31
9,1489,42,20,2025-12-31
9,5085,43,20,2025-12-31
9,2243,114,20,2025-12-31
9,4279,93,20,2025-12-31
9,4245,26,20,2025-12-31
9,2646,52,20,2025-12-31
9,4651,146,20,2025-12-31
9,5843,185,20,2025-12-31
9,4718,46,20,2025-12-31
9,1097,34,20,2025-12-31
9,5823,49,20,2025-12-31
9,4131,179,20,2025-12-31
9,3001,77,20,2025-12-31
9,4351,79,20,2025-12-31
9,1280,65,20,2025-12-31
9,5324,96,20,2025-12-31
9,5639,129,20,2025-12-31
9,4906,59,20,2025-12-31
9,3033,148,20,2025-12-31
9,1700,148,20,2025-12-31
9,2940,60,20,2025-12-31
9,5482,158,20,2025-12-31
9,3850,135,20,2025-12-31
9,5168,27,20,2025-12-31
9,1884,112,20,2025-12-31
9,5851,189,20,2025-12-31
9,4868,116,20,2025-12-31
9,5388,147,20,2025-12-31
9,2963,59,20,2025-12-31
9,5748,106,20,2025-12-31
9,1895,157,20,2025-12-31
9,5686,122,20,2025-12-31
9,1872,194,20,2025-12-31
9,1497,169,20,2025-12-31
9,3131,139,20,2025-12-31
9,5293,31,20,2025-12-31
9,5241,123,20,2025-12-31
9,2568,100,20,2025-12-31
9,3937,39,20,2025-12-31
9,3664,190,20,2025-12-31
9,1441,84,20,2025-12-31
9,2958,137,20,2025-12-31
9,4923,124,20,2025-12-31
9,4322,146,20,2025-12-31
9,4448,32,20,2025-12-31
9,2960,126,20,2025-12-31
9,4940,48,20,2025-12-31
9,5187,113,20,2025-12-31
9,1064,161,20,2025-12-31
9,2184,93,20,2025-12-31
9,4527,182,20,2025-12-31
9,4433,60,20,2025-12-31
9,3101,71,20,2025-12-31
9,1956,11,20,2025-12-31
9,5193,132,20,2025-12-31
9,5981,133,20,2025-12-31
9,1434,47,20,2025-12-31
9,3951,166,20,2025-12-31
9,4626,55,20,2025-12-31
9,3994,69,20,2025-12-31
9,2352,184,20,2025-12-31
9,1440,71,20,2025-12-31
9,2773,13,20,2025-12-31
9,1980,191,20,2025-12-31
9,2618,170,20,2025-12-31
9,2089,89,20,2025-12-31
9,2470,141,20,2025-12-31
9,2932,62,20,2025-12-31
9,2401,113,20,2025-12-31
9,4802,108,20,2025-12-31
9,5214,116,20,2025-12-31
9,4231,44,20,2025-12-31
9,4121,74,20,2025-12-31
9,1242,133,20,2025-12-31
9,5778,35,20,2025-12-31
9,4154,143,20,2025-12-31
9,1237,53,20,2025-12-31
9,4260,165,20,2025-12-31
9,3702,108,20,2025-12-31
9,4794,65,20,2025-12-31
9,1183,47,20,2025-12-31
9,5552,162,20,2025-12-31
9,2851,139,20,2025-12-31
9,3826,138,20,2025-12-31
9,2545,107,20,2025-12-31
9,5249,90,20,2025-12-31
9,2709,142,20,2025-12-31
9,2256,25,20,2025-12-31
9,3171,138,20,2025-12-31
9,4677,30,20,2025-12-31
9,1062,109,20,2025-12-31
9,2404,31,20,2025-12-31
9,2797,111,20,2025-12-31
9,1849,16,20,2025-12-31
9,5136,97,20,2025-12-31
9,5705,30,20,2025-12-31
9,3656,164,20,2025-12-31
9,4233,59,20,2025-12-31
9,4040,109,20,2025-12-31
9,2814,179,20,2025-12-31
9,4382,95,20,2025-12-31
9,3757,66,20,2025-12-31
9,5125,109,20,2025-12-31
9,2398,151,20,2025-12-31
9,2557,128,20,2025-12-31
9,5776,126,20,2025-12-31
9,1959,92,20,2025-12-31
9,4548,61,20,2025-12-31
9,4400,151,20,2025-12-31
9,5245,164,20,2025-12-31
9,3166,42,20,2025-12-31
9,4833,134,20,2025-12-31
9,3928,186,20,2025-12-31
9,4179,155,20,2025-12-31
9,1015,154,20,2025-12-31
9,4863,151,20,2025-12-31
9,2296,43,20,2025-12-31
9,2431,178,20,2025-12-31
9,5273,40,20,2025-12-31
9,5272,180,20,2025-12-31
9,1171,106,20,2025-12-31
9,4853,33,20,2025-12-31
9,2129,186,20,2025-12-31
9,4938,186,20,2025-12-31
9,4002,164,20,2025-12-31
9,1904,177,20,2025-12-31
9,2194,50,20,2025-12-31
9,1204,129,20,2025-12-31
9,2272,14,20,2025-12-31
9,4169,162,20,2025-12-31
9,2154,180,20,2025-12-31
9,2767,139,20,2025-12-31
9,3813,161,20,2025-12-31
9,4127,25,20,2025-12-31
9,5992,60,20,2025-12-31
9,3062,16,20,2025-12-31
9,3075,63,20,2025-12-31
9,2749,121,20,2025-12-31
9,2501,15,20,2025-12-31
9,1855,50,20,2025-12-31
9,5819,99,20,2025-12-31
9,2658,168,20,2025-12-31
9,5972,174,20,2025-12-31
9,3146,64,20,2025-12-31
9,2159,61,20,2025-12-31
9,5199,119,20,2025-12-31
9,4640,127,20,2025-12-31
9,5181,127,20,2025-12-31
9,4013,180,20,2025-12-31
9,3807,176,20,2025-12-31
9,3900,153,20,2025-12-31
9,4684,175,20,2025-12-31
9,4265,192,20,2025-12-31
9,2202,136,20,2025-12-31
9,3208,19,20,2025-12-31
9,1174,113,20,2025-12-31
9,5096,40,20,2025-12-31
9,1517,150,20,2025-12-31
9,4176,151,20,2025-12-31
9,2686,183,20,2025-12-31
9,5419,107,20,2025-12-31
9,2169,126,20,2025-12-31
9,1906,121,20,2025-12-31
9,1912,151,20,2025-12-31
9,2345,106,20,2025-12-31
9,4374,191,20,2025-12-31
9,2068,62,20,2025-12-31
9,4367,66,20,2025-12-31
9,2641,70,20,2025-12-31
9,4702,185,20,2025-12-31
9,4621,188,20,2025-12-31
9,1322,15,20,2025-12-31
9,3805,191,20,2025-12-31
9,4262,27,20,2025-12-31
9,4894,169,20,2025-12-31
9,2348,83,20,2025-12-31
9,5936,11,20,2025-12-31
9,5671,10,20,2025-12-31
9,2193,128,20,2025-12-31
9,4454,178,20,2025-12-31
9,2687,33,20,2025-12-31
9,3526,159,20,2025-12-31
9,1081,134,20,2025-12-31
9,4495,40,20,2025-12-31
9,4831,160,20,2025-12-31
9,2619,98,20,2025-12-31
9,1401,33,20,2025-12-31
9,4937,29,20,2025-12-31
9,3168,113,20,2025-12-31
9,1165,145,20,2025-12-31
9,2086,51,20,2025-12-31
9,2390,185,20,2025-12-31
9,5681,128,20,2025-12-31
9,3326,10,20,2025-12-31
9,3754,92,20,2025-12-31
9,3868,100,20,2025-12-31
9,5675,159,20,2025-12-31
9,2211,186,20,2025-12-31
9,3227,177,20,2025-12-31
9,4067,135,20,2025-12-31
9,3758,168,20,2025-12-31
9,2696,47,20,2025-12-31
9,3967,193,20,2025-12-31
9,1682,132,20,2025-12-31
9,3689,40,20,2025-12-31
9,3255,146,20,2025-12-31
9,1538,76,20,2025-12-31
9,1657,119,20,2025-12-31
9,2565,137,20,2025-12-31
9,2862,147,20,2025-12-31
9,4669,136,20,2025-12-31
9,5872,72,20,2025-12-31
9,5838,98,20,2025-12-31
9,1250,71,20,2025-12-31
9,4407,23,20,2025-12-31
9,5914,137,20,2025-12-31
9,3971,180,20,2025-12-31
9,3343,137,20,2025-12-31
9,1329,86,20,2025-12-31
9,4268,198,20,2025-12-31
9,2049,52,20,2025-12-31
9,4025,141,20,2025-12-31
9,2058,96,20,2025-12-31
9,1453,40,20,2025-12-31
9,5661,20,20,2025-12-31
9,4307,112,20,2025-12-31
9,3126,106,20,2025-12-31
9,5556,173,20,2025-12-31
9,4028,27,20,2025-12-31
9,4678,187,20,2025-12-31
9,4705,31,20,2025-12-31
9,2574,178,20,2025-12-31
9,4645,169,20,2025-12-31
9,4326,76,20,2025-12-31
9,3885,92,20,2025-12-31
9,3982,53,20,2025-12-31
9,3286,83,20,2025-12-31
9,4142,55,20,2025-12-31
9,5710,92,20,2025-12-31
9,4499,56,20,2025-12-31
9,2173,25,20,2025-12-31
9,3513,65,20,2025-12-31
9,1883,193,20,2025-12-31
9,1127,141,20,2025-12-31
9,5692,162,20,2025-12-31
9,1501,132,20,2025-12-31
9,5916,160,20,2025-12-31
9,1195,54,20,2025-12-31
9,5465,55,20,2025-12-31
9,1246,144,20,2025-12-31
9,2760,70,20,2025-12-31
9,2055,191,20,2025-12-31
9,1203,14,20,2025-12-31
9,4988,165,20,2025-12-31
9,4343,106,20,2025-12-31
9,1612,64,20,2025-12-31
9,3610,128,20,2025-12-31
9,4993,15,20,2025-12-31
9,3306,199,20,2025-12-31
9,3395,45,20,2025-12-31
9,4425,32,20,2025-12-31
9,4087,186,20,2025-12-31
9,4061,42,20,2025-12-31
9,2249,44,20,2025-12-31
9,2662,183,20,2025-12-31
9,5522,11,20,2025-12-31
9,3729,171,20,2025-12-31
9,1348,81,20,2025-12-31
9,1387,137,20,2025-12-31
9,1037,124,20,2025-12-31
9,4636,75,20,2025-12-31
9,1094,161,20,2025-12-31
9,4264,48,20,2025-12-31
9,4537,42,20,2025-12-31
9,3425,156,20,2025-12-31
9,1651,123,20,2025-12-31
9,1248,68,20,2025-12-31
9,4577,164,20,2025-12-31
9,4698,10,20,2025-12-31
9,3980,158,20,2025-12-31
9,4942,84,20,2025-12-31
9,5513,163,20,2025-12-31
9,1966,66,20,2025-12-31
9,2743,133,20,2025-12-31
9,3250,159,20,2025-12-31
9,3249,72,20,2025-12-31
9,5801,138,20,2025-12-31
9,1465,119,20,2025-12-31
9,4638,73,20,2025-12-31
9,2959,143,20,2025-12-31
9,3806,81,20,2025-12-31
9,2898,92,20,2025-12-31
9,2522,66,20,2025-12-31
9,2567,26,20,2025-12-31
9,2864,70,20,2025-12-31
9,5825,187,20,2025-12-31
9,5282,150,20,2025-12-31
9,3776,98,20,2025-12-31
9,3787,189,20,2025-12-31
9,1504,126,20,2025-12-31
9,5804,172,20,2025-12-31
9,5516,25,20,2025-12-31
9,4232,92,20,2025-12-31
9,2564,30,20,2025-12-31
9,4023,54,20,2025-12-31
9,5740,162,20,2025-12-31
9,2840,67,20,2025-12-31
9,2176,23,20,2025-12-31
9,5524,148,20,2025-12-31
9,1430,68,20,2025-12-31
9,2809,69,20,2025-12-31
9,4312,81,20,2025-12-31
9,3076,195,20,2025-12-31
9,4292,14,20,2025-12-31
9,3192,139,20,2025-12-31
9,1757,127,20,2025-12-31
9,1344,40,20,2025-12-31
9,2359,168,20,2025-12-31
9,5492,96,20,2025-12-31
9,5222,76,20,2025-12-31
9,3714,112,20,2025-12-31
9,3142,105,20,2025-12-31
9,2207,141,20,2025-12-31
9,5824,78,20,2025-12-31
9,4160,75,20,2025-12-31
9,5566,150,20,2025-12-31
9,3167,93,20,2025-12-31
9,3140,167,20,2025-12-31
9,3651,37,20,2025-12-31
9,3362,92,20,2025-12-31
9,1666,11,20,2025-12-31
9,3438,177,20,2025-12-31
9,4798,79,20,2025-12-31
9,2320,93,20,2025-12-31
9,1545,196,20,2025-12-31
9,3915,133,20,2025-12-31
9,4958,60,20,2025-12-31
9,2451,13,20,2025-12-31
9,1647,124,20,2025-12-31
9,1683,98,20,2025-12-31
9,4744,80,20,2025-12-31
9,2015,153,20,2025-12-31
9,4022,95,20,2025-12-31
9,1429,199,20,2025-12-31
9,1054,35,20,2025-12-31
9,4158,132,20,2025-12-31
9,4839,175,20,2025-12-31
9,5393,41,20,2025-12-31
9,5836,114,20,2025-12-31
9,5595,157,20,2025-12-31
9,5439,123,20,2025-12-31
9,1478,65,20,2025-12-31
9,5880,100,20,2025-12-31
9,2292,169,20,2025-12-31
9,1283,78,20,2025-12-31
9,4333,181,20,2025-12-31
9,5359,145,20,2025-12-31
9,1370,67,20,2025-12-31
9,1519,140,20,2025-12-31
9,5133,30,20,2025-12-31
9,2973,59,20,2025-12-31
9,1528,113,20,2025-12-31
9,3206,158,20,2025-12-31
9,5401,158,20,2025-12-31
9,5105,56,20,2025-12-31
9,5149,125,20,2025-12-31
9,4533,125,20,2025-12-31
9,2081,90,20,2025-12-31
9,1149,29,20,2025-12-31
9,5673,138,20,2025-12-31
9,3345,39,20,2025-12-31
9,4707,52,20,2025-12-31
9,2948,44,20,2025-12-31
9,5442,199,20,2025-12-31
9,3932,74,20,2025-12-31
9,3421,48,20,2025-12-31
9,1730,64,20,2025-12-31
9,1372,60,20,2025-12-31
9,5625,73,20,2025-12-31
9,1457,179,20,2025-12-31
9,5035,193,20,2025-12-31
9,5689,72,20,2025-12-31
9,3953,76,20,2025-12-31
9,3585,193,20,2025-12-31
9,4823,60,20,2025-12-31
9,3095,132,20,2025-12-31
9,5239,29,20,2025-12-31
9,1107,180,20,2025-12-31
9,1665,100,20,2025-12-31
9,4947,103,20,2025-12-31
9,4503,130,20,2025-12-31
9,1540,62,20,2025-12-31
9,2979,83,20,2025-12-31
9,5607,103,20,2025-12-31
9,2802,141,20,2025-12-31
9,4745,185,20,2025-12-31
9,5654,36,20,2025-12-31
9,4723,70,20,2025-12-31
9,1773,96,20,2025-12-31
9,5656,118,20,2025-12-31
9,2421,127,20,2025-12-31
9,3820,64,20,2025-12-31
9,3968,32,20,2025-12-31
9,1084,124,20,2025-12-31
9,4068,163,20,2025-12-31
9,3957,71,20,2025-12-31
9,4314,62,20,2025-12-31
9,3517,70,20,2025-12-31
9,5057,84,20,2025-12-31
9,5555,82,20,2025-12-31
9,3237,167,20,2025-12-31
9,1834,21,20,2025-12-31
9,1878,52,20,2025-12-31
9,4739,161,20,2025-12-31
9,3775,104,20,2025-12-31
9,2106,135,20,2025-12-31
9,5945,172,20,2025-12-31
